num,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label,number
14711,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,11,0.0,0.0,1.0,1.0,0.08,0.06,0.0,255,11,0.04,0.06,0.0,0.0,0.0,0.0,1.0,1.0,neptune,21
14712,0,tcp,http,SF,208,382,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,normal,21
14713,0,tcp,http,SF,204,495,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,235,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,normal,21
14714,0,tcp,http,SF,166,29571,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
14715,1,tcp,smtp,SF,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,246,0.96,0.04,0.0,0.0,0.0,0.0,0.03,0.0,mailbomb,18
14716,789,tcp,http,RSTR,2464,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,37,0.03,0.03,0.97,0.97,1.0,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.01,0.01,0.62,0.63,apache2,13
14717,0,tcp,sunrpc,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,1.0,1.0,1.0,0.0,1.0,255,33,0.13,0.03,0.0,0.0,0.0,0.0,0.63,1.0,mscan,13
14718,0,tcp,http,SF,299,392,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,247,1.0,0.0,0.14,0.03,0.0,0.0,0.0,0.0,normal,21
14719,0,icmp,ecr_i,SF,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,220,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,smurf,18
14720,0,tcp,http,SF,241,443,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,169,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,normal,21
14721,0,udp,domain_u,SF,44,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,235,0.0,0.0,0.0,0.0,1.0,0.01,0.0,255,253,0.99,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal,18
14722,0,tcp,uucp,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,15,0.0,0.0,1.0,1.0,0.12,0.07,0.0,255,15,0.06,0.06,0.0,0.0,0.0,0.0,1.0,1.0,neptune,19
14723,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,8,1.0,1.0,0.0,0.0,0.06,0.09,0.0,255,8,0.03,0.07,0.0,0.0,1.0,1.0,0.0,0.0,neptune,21
14724,2,tcp,auth,SF,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,98,3,0.02,0.05,0.01,0.67,0.0,0.0,0.0,0.0,normal,21
14725,0,tcp,http,SF,228,7333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
14726,280,tcp,ftp_data,SF,283618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,31,0.83,0.33,0.83,0.16,0.0,0.0,0.0,0.0,warezmaster,5
14727,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,20,0.0,0.0,1.0,1.0,0.07,0.06,0.0,255,20,0.08,0.07,0.0,0.0,0.0,0.0,1.0,1.0,neptune,21
14728,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,1,0.0,0.0,1.0,1.0,0.0,0.07,0.0,255,1,0.0,0.07,0.0,0.0,0.0,0.0,1.0,1.0,neptune,21
14729,0,icmp,ecr_i,SF,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,272,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,smurf,18
14730,0,tcp,http,SF,207,1290,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.67,108,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,normal,21
14731,1,tcp,smtp,SF,1038,336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,100,142,0.45,0.05,0.01,0.01,0.0,0.0,0.0,0.0,normal,21
14732,2079,tcp,http,RSTR,72564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,235,0.92,0.02,0.0,0.0,0.0,0.0,0.16,0.17,apache2,15
14733,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,0.77,0.0,0.23,1.0,0.02,0.06,0.0,255,2,0.01,0.06,0.0,0.0,0.75,0.0,0.25,1.0,neptune,21
14734,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,9,1.0,1.0,0.0,0.0,0.07,0.07,0.0,255,9,0.04,0.06,0.0,0.0,1.0,1.0,0.0,0.0,neptune,21
14735,0,tcp,http,SF,312,14356,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28,247,1.0,0.0,0.04,0.02,0.04,0.0,0.0,0.0,normal,21
14736,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,8,0.01,0.12,0.99,0.88,0.03,0.06,0.0,255,8,0.03,0.06,0.0,0.0,0.01,0.12,0.99,0.88,neptune,21
14737,3,tcp,pop_3,SF,28,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,236,0.93,0.01,0.0,0.0,0.0,0.0,0.04,0.0,guess_passwd,16
14738,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,18,1.0,1.0,0.0,0.0,0.09,0.06,0.0,255,18,0.07,0.05,0.0,0.0,1.0,1.0,0.0,0.0,neptune,21
14739,280,tcp,ftp_data,SF,283618,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,18,1.0,0.0,1.0,0.11,0.0,0.0,0.0,0.0,warezmaster,16
14740,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,1,0.08,0.0,0.92,1.0,0.0,1.0,0.0,255,1,0.0,0.99,0.0,0.0,0.14,0.0,0.85,1.0,satan,19
14741,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,6,0.83,0.67,0.17,0.33,0.03,0.08,0.0,255,6,0.02,0.08,0.0,0.0,0.82,0.67,0.18,0.33,neptune,21
14742,0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0.0,0.0,0.0,0.0,1.0,0.0,0.25,255,248,0.97,0.02,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
14743,0,udp,private,SF,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,snmpguess,16
14744,924,tcp,http,RSTR,25504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,36,0.06,0.06,0.94,0.94,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.01,0.58,0.58,apache2,14
14745,7530,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,175,0.69,0.29,0.0,0.0,0.5,0.73,0.29,0.01,processtable,18
14746,0,tcp,http,SF,220,1397,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
14747,4,tcp,pop_3,SF,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,246,0.96,0.01,0.0,0.0,0.0,0.0,0.01,0.0,guess_passwd,18
14748,0,udp,private,SF,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,snmpguess,14
14749,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1,0.03,0.0,0.97,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.01,0.0,0.99,1.0,saint,20
14750,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,1,0.0,0.0,1.0,1.0,0.01,0.55,0.0,118,1,0.01,0.53,0.96,0.0,0.0,0.0,0.96,1.0,portsweep,17
14751,0,tcp,telnet,SF,123,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,5,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.2,guess_passwd,7
14752,0,tcp,http,SF,324,269,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44,247,1.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,normal,21
14753,0,tcp,telnet,SF,122,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,48,0.19,0.02,0.0,0.0,0.0,0.0,0.01,0.04,guess_passwd,11
14754,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,11,0.0,0.0,1.0,1.0,0.08,0.06,0.0,255,11,0.04,0.05,0.0,0.0,0.0,0.0,1.0,1.0,neptune,21
14755,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,8,0.62,0.88,0.38,0.12,0.04,0.06,0.0,255,8,0.03,0.07,0.0,0.0,0.54,0.88,0.45,0.12,neptune,21
14756,0,tcp,imap4,RSTO,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,1.0,1.0,0.0,1.0,255,38,0.15,0.03,0.0,0.0,0.02,0.08,0.52,0.87,mscan,14
14757,0,tcp,http,SF,211,2236,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,normal,21
14758,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,15,0.0,0.0,1.0,1.0,0.08,0.06,0.0,255,15,0.06,0.06,0.0,0.0,0.0,0.0,1.0,1.0,neptune,21
14759,0,tcp,http,SF,307,290,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
14760,0,udp,private,SF,55,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,403,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,normal,17
14761,0,tcp,http,SF,201,2534,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,35,0.0,0.0,0.0,0.0,1.0,0.0,0.23,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
14762,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,11,0.9,1.0,0.1,0.0,0.04,0.06,0.0,255,11,0.04,0.07,0.0,0.0,0.89,1.0,0.11,0.0,neptune,21
14763,0,tcp,http,SF,313,482,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,255,1.0,0.0,0.33,0.04,0.0,0.0,0.0,0.0,normal,21
14764,282,tcp,ftp,SF,158,595,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,68,0.27,0.03,0.0,0.0,0.07,0.0,0.02,0.0,warezmaster,12
14765,0,tcp,discard,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,9,0.0,0.0,1.0,1.0,0.03,0.06,0.0,255,9,0.04,0.07,0.0,0.0,0.0,0.0,1.0,1.0,neptune,19
14766,0,tcp,sunrpc,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0.0,0.0,0.8,1.0,0.2,0.8,1.0,197,52,0.2,0.03,0.01,0.04,0.0,0.0,0.89,1.0,mscan,15
14767,0,tcp,ftp,SF,26,157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,196,94,0.48,0.03,0.01,0.0,0.0,0.0,0.0,0.0,guess_passwd,7
14768,282,tcp,ftp,SF,160,595,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,151,52,0.34,0.04,0.01,0.0,0.0,0.0,0.0,0.0,warezmaster,11
14769,0,udp,private,SF,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,snmpguess,16
14770,0,tcp,http,SF,242,10056,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15,255,1.0,0.0,0.07,0.06,0.0,0.0,0.0,0.0,normal,21
14771,0,tcp,http,SF,227,406,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,44,0.0,0.0,0.0,0.0,1.0,0.0,0.07,16,255,1.0,0.0,0.06,0.02,0.0,0.0,0.0,0.0,normal,21
14772,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,1.0,1.0,0.0,0.0,1.0,0.0,0.0,255,245,0.96,0.01,0.0,0.0,0.18,0.19,0.56,0.59,apache2,15
14773,0,udp,domain_u,SF,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.67,255,252,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
14774,0,tcp,smtp,SF,934,386,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,255,11,0.04,0.03,0.0,0.0,0.0,0.0,0.02,0.0,normal,18
14775,0,icmp,eco_i,SF,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,91,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,saint,15
14776,0,tcp,echo,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,8,0.0,0.0,1.0,1.0,0.03,0.06,0.0,255,8,0.03,0.06,0.0,0.0,0.0,0.0,1.0,1.0,neptune,21
14777,0,tcp,http,SF,224,6385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28,255,1.0,0.0,0.04,0.05,0.0,0.0,0.0,0.0,normal,21
14778,0,tcp,netbios_dgm,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,4,0.0,0.0,1.0,1.0,0.02,0.07,0.0,255,4,0.02,0.07,0.0,0.0,0.0,0.0,1.0,1.0,neptune,20
14779,0,tcp,http,SF,309,32099,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40,255,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,normal,21
14780,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,1,0.0,0.0,1.0,1.0,0.01,0.06,0.0,255,1,0.0,0.06,0.0,0.0,0.0,0.0,1.0,1.0,neptune,21
14781,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,34,0.13,0.02,0.0,0.0,0.0,0.0,0.11,0.76,httptunnel,16
14782,0,tcp,http,SF,228,256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,29,0.0,0.0,0.0,0.0,1.0,0.0,0.1,78,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,normal,21
14783,0,icmp,ecr_i,SF,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,453,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,smurf,18
14784,0,udp,private,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,1,0.0,0.0,0.0,0.0,0.01,0.69,0.0,255,1,0.0,0.76,1.0,0.0,0.0,0.0,0.0,0.0,satan,18
14785,0,tcp,smtp,SF,0,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,169,190,0.81,0.02,0.01,0.01,0.0,0.0,0.0,0.02,normal,18
14786,0,udp,private,SF,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,normal,15
14787,0,tcp,ftp_data,SF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12,3,0.25,0.17,0.25,0.0,0.0,0.0,0.0,0.0,warezmaster,5
14788,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,17,0.07,0.02,0.0,0.0,0.0,0.0,0.08,1.0,httptunnel,16
14789,0,udp,private,SF,46,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,normal,15
14790,0,tcp,http,SF,326,1404,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,17,0.0,0.0,0.0,0.0,1.0,0.0,0.12,138,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,normal,21
14791,0,tcp,http,SF,199,1340,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42,42,0.0,0.0,0.0,0.0,1.0,0.0,0.0,176,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,normal,21
14792,0,tcp,http,SF,197,2543,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,34,0.0,0.0,0.0,0.0,1.0,0.0,0.09,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
14793,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,20,0.0,0.0,1.0,1.0,0.14,0.05,0.0,255,20,0.08,0.06,0.0,0.0,0.0,0.0,1.0,1.0,neptune,21
14794,8120,tcp,telnet,SF,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,61,0.24,0.04,0.0,0.0,0.0,0.02,0.11,0.21,processtable,8
14795,0,tcp,smtp,SF,1902,285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,168,157,0.64,0.04,0.01,0.01,0.0,0.0,0.0,0.0,normal,21
14796,0,udp,domain_u,SF,42,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,163,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,249,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,18
14797,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,1.0,1.0,0.0,0.0,1.0,0.0,0.0,255,17,0.07,0.07,0.0,0.0,0.83,1.0,0.02,0.0,neptune,17
14798,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,19,0.0,0.0,1.0,1.0,0.08,0.07,0.0,255,19,0.07,0.07,0.0,0.0,0.0,0.0,1.0,1.0,neptune,21
14799,0,tcp,discard,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,13,1.0,1.0,0.0,0.0,0.08,0.09,0.0,255,13,0.05,0.09,0.0,0.0,1.0,1.0,0.0,0.0,neptune,18
14800,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,8,0.0,0.0,1.0,1.0,0.04,0.07,0.0,255,8,0.03,0.08,0.0,0.0,0.0,0.0,1.0,1.0,neptune,21
14801,7438,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,198,0.78,0.21,0.0,0.0,0.5,0.64,0.21,0.01,processtable,18
14802,0,tcp,http,SF,343,531,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,normal,21
14803,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,18,0.0,0.0,1.0,1.0,0.07,0.07,0.0,255,18,0.07,0.07,0.0,0.0,0.0,0.0,1.0,1.0,neptune,21
14804,0,tcp,imap4,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0.0,0.0,1.0,0.93,0.5,1.0,1.0,255,19,0.07,0.03,0.0,0.0,0.0,0.0,0.24,0.79,mscan,14
14805,0,tcp,http,SF,254,48931,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
14806,0,udp,private,SF,54,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,509,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,normal,17
14807,0,tcp,supdup,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,6,0.0,0.0,1.0,1.0,0.03,0.07,0.0,255,6,0.02,0.06,0.0,0.0,0.0,0.0,1.0,1.0,neptune,20
14808,0,tcp,http,SF,311,825,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58,255,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,normal,21
14809,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,4,0.0,0.0,1.0,1.0,0.02,0.08,0.0,255,4,0.02,0.08,0.0,0.0,0.0,0.0,1.0,1.0,neptune,21
14810,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,3,28,0.0,0.0,0.0,0.0,1.0,0.0,0.07,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,back,11
14811,4,tcp,pop_3,SF,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19,20,1.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,guess_passwd,7
14812,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,6,1.0,1.0,0.0,0.0,0.04,0.1,0.0,255,6,0.02,0.09,0.0,0.0,1.0,1.0,0.0,0.0,neptune,21
14813,0,udp,domain_u,SF,45,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,0.67,255,253,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
14814,0,tcp,http,SF,220,826,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18,255,1.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,normal,21
14815,0,tcp,http,SF,309,2698,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,242,0.95,0.02,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
14816,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,123,1.0,1.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.7,0.7,0.27,0.27,apache2,18
14817,0,tcp,http,SF,151,193,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,106,1.0,0.0,0.33,0.06,0.0,0.02,0.0,0.0,normal,21
14818,0,tcp,telnet,RSTO,15,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,1.0,0.67,1.0,0.0,0.67,145,128,0.5,0.02,0.01,0.02,0.0,0.0,0.84,0.52,mscan,9
14819,0,tcp,http,SF,295,1215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,10,0.0,0.0,0.0,0.0,1.0,0.0,0.2,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21
